age,education_level,native_language,learning_goal,activity_type,time_spent_seconds,feedback_given,avg_sentence_length,grammar_error_rate,lexical_density,cohesion_score,syntax_complexity,language_proficiency
16,0,0,1,3,566,0,10.314652515509955,0.36634789656068784,0.569893403592286,0.5456416059906267,0.5012781609107587,1
35,1,2,2,2,280,1,7.339716604599621,0.08820274813316778,0.3715626730009342,0.5100322317716997,0.49795056149901235,0
34,2,3,2,0,416,0,17.237614008405473,0.26262896076081516,0.05818803855712009,0.5427310809572035,0.398072852663659,1
15,2,1,0,0,236,1,16.197850023810155,0.8231581730611878,0.8833372011672219,0.46503499700341566,0.33979042286557415,1
37,2,3,2,2,570,0,10.854203184823906,0.17078737399790364,0.7615042741195963,0.6591214784616691,0.44560070429658816,1
25,0,3,2,1,445,0,13.530682935508823,0.6349123400785472,0.49603598333565946,0.4390096798656312,0.6786332804673154,1
19,0,2,1,0,409,0,10.54562797092932,0.41060381086873016,0.5174895505679802,0.7265014234071697,0.29050625512445744,1
15,0,2,0,3,173,0,9.013789190925758,0.30169089383623005,0.7800839446796274,0.5327818363826512,0.7010999345905087,1
34,0,2,0,2,54,0,17.48178451487104,0.19176725092013766,0.23977232677268048,0.7358707798844158,0.5215084619540687,1
14,2,4,0,3,102,1,7.033893355782595,0.3169804720486137,0.748581041677822,0.34429617016795516,0.6172211928291886,0
25,1,0,2,3,122,0,11.143488909086656,0.05452966529580577,0.5586612969719418,0.561481237229617,0.6249740741038712,1
39,0,4,0,1,534,1,12.252971481726702,0.11646165822692993,0.7365933736391337,0.4706989584243746,0.6392517461837213,1
35,0,0,2,3,365,1,16.95370973606186,0.17893506302911105,0.32401652832970385,0.7353354922588202,0.503360238205957,1
25,2,0,2,1,454,1,14.689765962708055,0.48066125787744024,0.5607473103131514,0.7679024798503828,0.5078514686977237,1
38,1,3,1,0,528,0,6.983250676298044,0.43673857605168864,0.6835205194240734,0.36559211026506233,0.634114501393056,0
30,1,3,1,2,393,0,11.991749276897453,0.4423199288608769,0.7725942498575215,0.6865861558333787,0.34380578578533494,1
23,2,0,1,3,228,0,12.063180595093078,0.06982757737061893,0.45320742015825294,0.7068687353658907,0.3208312165137209,1
29,2,0,1,2,442,1,11.314984994101673,0.16508387594764454,0.30768017914223933,0.6325684525210826,0.430296961621379,1
28,1,4,1,3,368,0,13.859427322590903,0.5021848492738299,0.4774596805737471,0.6588163309412022,0.5432135782980988,1
28,0,4,2,2,458,0,7.772679216732069,0.28041178717207565,0.6949829242814758,0.6516055014775565,0.788130672490968,0
32,1,3,2,3,168,1,10.77409226238999,0.5891391283560721,0.4930104354937995,0.686950848200012,0.5071974080669919,1
25,2,2,0,3,571,1,13.436456244639226,0.08767755363010783,0.045706215908086656,0.490753295952366,0.8000228768739364,1
36,0,0,2,3,86,1,14.038727055481925,0.1503939190011696,0.3343096774645318,0.7200494344440016,0.5773186546887253,1
33,0,4,2,3,261,1,12.44825842052759,0.44130336052315194,0.39164740526871705,0.6209346335895429,0.43198060244459446,1
38,2,3,1,3,464,1,11.134823399099103,0.15924736207325813,0.26026022734258586,0.61493338397698,0.6720602972781382,1
16,2,4,2,3,413,1,11.640176179120582,0.2873951414708223,0.4774469111373834,0.656662494924107,0.46357057631419224,1
18,2,0,1,3,589,0,14.221221367131712,0.3419198159965789,0.6916668923451934,0.47292312111704593,0.537681417266284,1
32,1,0,0,3,223,1,12.10170235237638,0.45128151674612865,0.8343007886050099,0.44465578152505936,0.2995443045084696,1
20,1,1,0,3,563,0,8.874457363678413,0.16707885147002907,0.21211411112857567,0.5878967837697123,0.27370043452666404,0
34,0,2,2,2,547,0,8.29950724816529,0.1759590777965576,0.515993908750533,0.7543538931380798,0.5830483296211275,0
22,2,1,0,1,214,0,7.531087735691672,0.5058575035945715,0.6173026813535628,0.48146173712995144,0.6655593430927387,0
20,0,3,2,3,321,1,16.36674245546806,0.6176872187953555,0.7389540566715862,0.6175154440666474,0.7918501253829913,1
31,0,4,0,1,364,0,14.422385506837335,0.29324200385798277,0.5032534687316417,0.5283316092063922,0.3785941337984275,1
17,0,3,1,3,145,1,11.68053635045836,0.4234644910177178,0.7564094972489422,0.5149021570747045,0.7195616187486267,1
38,0,0,1,3,78,1,10.638622544507749,0.2543873391735122,0.5412948608389413,0.6500748365976842,0.6971670349965495,1
27,2,1,1,2,111,0,10.278209976097926,0.1678375940745747,0.5678319894765093,0.6759375499389452,0.426325571144487,1
31,0,1,1,0,362,1,15.279711322746628,0.3971813274032392,0.45677724700801475,0.5212448531036779,0.7082130334184568,1
39,2,1,2,0,586,0,17.71330052452422,0.2621996640764782,0.26524125023805667,0.7387250255966783,0.6416324564427796,1
22,2,3,0,2,364,0,10.183821228217383,0.3211233806446609,0.6719414504998824,0.6422503626492537,0.6713274617809369,1
39,1,0,2,1,561,1,15.415246561967129,0.17444615106453634,0.22647178195716222,0.5758322035486729,0.82510405681148,1
34,2,4,1,0,250,0,12.084038746076669,0.36940320535707566,0.7854290527476527,0.6347518035905269,0.6650992771324998,1
15,1,4,2,2,352,0,11.3627132102686,0.16720527150717424,0.43374443958084513,0.8036347514656217,0.17946528059567873,1
33,2,3,0,2,32,0,16.51264284848977,0.7053099712467773,0.658804778110317,0.6753530751100683,0.5483840743996329,1
28,2,1,2,0,235,1,11.96950283777167,0.3100513637485133,0.39148474294563995,0.5301303064741192,0.2649797748395774,1
20,2,2,0,1,69,0,12.889093317763907,0.3604256468206961,0.6093758935482317,0.5981292504722978,0.5227175105415719,1
25,1,3,2,2,88,1,12.744821798734337,0.3759652161511818,0.2806082062479858,0.6131268871171506,0.5140441792182958,1
21,1,3,0,3,536,1,7.123201900021645,0.09643052480657642,0.5824584771020186,0.6665356787644954,0.4124457645857114,0
28,0,0,0,1,151,0,12.865233446148185,0.3401872769115753,0.42401279380292745,0.6239547720869232,0.3458595285239924,1
16,1,4,1,1,508,0,10.311923926679302,0.27829909964421146,0.31730595166370534,0.789532390895217,0.42045021488791473,1
27,1,3,0,0,125,1,7.736540579563137,0.3612354728455057,0.4366400967733704,0.577331357129883,0.449425917285787,0
30,1,3,1,0,443,1,10.448588758653713,0.22072793515470351,0.7523579704529916,0.4270094302573207,0.4802442731098082,1
17,1,1,1,3,264,0,10.423833391089163,0.322414157578411,0.38407675292210297,0.6214528569497251,0.5158150859205293,1
31,0,1,1,2,91,0,15.089647617390993,0.05173255984730596,0.26172723077853755,0.5558874800803892,0.5877876238313401,1
21,1,2,2,0,285,1,8.808631151693906,0.4534355825034304,0.7006905978859738,0.4495969009851155,0.45311715364670685,0
17,2,0,2,0,590,1,9.630457682852237,0.46676103039950406,0.865308767774002,0.5296476018332886,0.6919472652007992,1
15,2,2,2,1,377,1,12.706164781644038,0.45116276728179294,0.48406042493423135,0.5641612031822679,0.4942642238482861,1
19,1,1,2,0,153,1,8.022618685937257,0.4025268436344908,0.6196324278276327,0.7139804216250485,0.6386736227860057,0
35,1,4,0,0,511,1,10.022979725303,0.11939550085295324,0.5738343793256445,0.4516751682102125,0.4543278773914538,1
23,2,1,0,0,346,0,7.006569794000334,0.4308116984022526,0.2914228355110318,0.6349785267575283,0.9115563754005289,0
17,2,0,2,0,533,1,14.760034380016188,0.33948246415200956,0.7683020704155727,0.8220480621521189,0.5700896262550794,1
35,0,1,0,1,77,1,11.095910638679443,0.5169921472538112,0.548875125925226,0.5825138364323318,0.7452947901974907,1
31,2,0,0,3,438,0,11.952246464993273,0.05465015812840834,0.6382324806339681,0.5795759510334828,0.39590870167808145,1
39,2,0,1,3,165,0,14.74803095937327,0.12561615116793018,0.40556788274236316,0.6719776519477698,0.43292745825408013,1
25,1,0,1,2,230,1,9.83319334903834,0.20281609918068888,0.6618185694904506,0.6522181595913606,0.46217935210258837,1
15,2,0,1,0,279,1,11.064038974055988,0.43221232005264826,0.394828855758887,0.741756222390402,0.870949989015213,1
23,0,0,1,1,343,0,8.831016002082777,0.6036356522936738,0.6417397278541551,0.5832888872101323,0.46808899729016,0
17,2,4,0,2,397,1,8.824488837012563,0.3990758542316495,0.7042867406289184,0.6702192911649629,0.37648488575648986,0
27,1,2,2,2,458,1,9.238251317982364,0.17863112088353775,0.5065611855439575,0.6718100788874021,0.6951359680320779,1
29,1,3,0,3,509,0,10.522528827499004,0.1339587486426284,0.2416177481963438,0.5664444106848697,0.5088206518604402,1
28,2,2,0,1,343,1,10.845613397480804,0.18322173253738752,0.462532287304109,0.5886019810017971,0.4672820809023776,1
21,1,0,0,1,529,0,12.86589645269514,0.14166628280554644,0.6600086496729867,0.5988800828540229,0.40845765327832123,1
27,0,4,1,1,384,0,9.3263491558743,0.24698965090810884,0.5854188719046908,0.47623001853595837,0.5733242837303022,0
36,0,1,1,3,514,0,12.95889802775243,0.18181032268743014,0.3800138004536715,0.561132160654636,0.6593983450414551,1
38,2,4,1,3,240,0,13.455003874569684,0.22844364526225547,0.5224818240802597,0.749616452676688,0.6182128161152205,1
21,2,0,2,3,73,1,10.596533451503202,0.18127168404905164,0.6666640884143261,0.7037716615671117,0.42809993337569274,1
34,2,4,0,3,570,0,9.585826282744858,0.0398615941444898,0.5817844923161514,0.5420064084284509,0.3518445968516619,1
29,1,4,2,3,121,1,12.25523709593997,0.4087719424606177,0.3075634969014852,0.5984257851467367,-0.10286817351458122,1
26,0,0,1,0,294,1,11.391247610968666,0.361031551828916,0.5391194888469971,0.6971389889427543,0.3581796937735652,1
31,0,4,2,0,249,1,12.661055487820637,0.2234870505069218,0.6339743639416494,0.644340568754222,0.44417981879879775,1
28,1,3,0,1,471,1,16.7095993087799,0.40687663923282175,0.3805162576309207,0.6799910952490804,0.491144025261397,1
34,0,3,0,2,430,1,12.205911145283146,0.09866413522284853,0.1272268690388139,0.6534128118794674,0.45937830907958477,1
37,2,4,1,1,429,0,10.082308316159605,0.551829813703958,0.6825973814831607,0.6215411402730123,0.9201315421414087,1
39,2,1,1,2,519,0,9.327331164173824,0.48402586358629257,0.5265454192923192,0.5834107317153616,0.5737047705848948,0
38,2,0,2,3,514,0,9.443395106035249,0.254160723346467,0.5585722254627717,0.4804891439739794,0.31435359108079575,0
26,0,3,1,2,499,0,7.611701078666638,0.16551277294761954,0.5363788922716097,0.6692234885468258,0.5983351097632755,0
22,2,1,1,1,474,1,14.798230825036736,0.45220013676249593,0.5667394506821914,0.577824798199259,0.5587215081156731,1
28,1,4,0,1,298,0,5.300163541932706,0.08808592190449978,0.6929240150447454,0.4352113106143155,0.3425134081971791,0
26,1,1,1,2,296,1,13.464314453157916,0.30627417595313106,0.8659453344807022,0.5454341006788568,0.5433208329998536,1
14,0,2,1,0,83,1,9.395808279974307,0.11077966091073191,0.5182331537975163,0.6852289689452812,0.5795226894775405,1
38,1,3,0,3,557,0,10.462784356127646,0.4843765949647032,0.851986851738933,0.4083835618734054,0.6536756636671576,1
20,1,4,0,3,549,0,9.306037075366834,0.05162337582688732,0.36323879731408343,0.4970475484804206,0.23364916197474145,0
22,0,0,2,1,88,0,16.337593978926094,0.31856668550303047,0.07469149467391378,0.6137133401319216,0.597211701682026,1
37,2,4,1,0,69,0,12.04894680505733,0.16123849930236214,0.5971065899585819,0.7405718643394266,0.7114856982903379,1
14,2,0,0,2,266,1,14.371135575128557,0.389733865245374,0.6446702693441395,0.699997606893382,0.7831529868512066,1
25,2,4,2,3,415,1,15.901580575788017,0.19842832117147716,0.5412654418379395,0.7501634618629973,0.3160898710330349,1
21,0,1,2,0,329,0,12.490216422067212,0.2981974826329048,0.800922528454363,0.6207781848726217,0.478107159104971,1
37,1,1,1,3,424,1,8.413128687434362,0.34141723179861583,0.46976864369435456,0.5790819565532966,0.4926401707298983,0
24,2,1,1,0,236,1,11.338071749652684,0.26246294607876147,0.48079295993352794,0.6843306674432955,0.6013278104873429,1
32,2,2,2,0,365,1,9.773255959301393,0.20488342547291913,0.5597625228468062,0.5100632720162743,0.47530563537077186,1
30,0,0,0,1,543,0,10.489487514338103,0.4148041913918424,0.4849041088094841,0.5022616749765363,0.39269096431412387,1
21,2,1,2,3,207,1,11.716128622052134,0.36314942289062413,0.9099433148822345,0.4844910224831981,0.5325764558877338,1
16,0,2,1,2,425,0,11.597533073723207,0.2418995047029626,0.6791640837675532,0.708888462096506,0.44937469007638026,1
16,1,0,0,1,400,0,13.236327483060858,0.30488663906369246,0.6251064847501198,0.516541942252284,0.5843284296027862,1
14,0,4,0,1,347,1,13.67191288134146,0.13574504446091049,0.5353225900618104,0.7000603408516268,0.378564891973119,1
18,0,2,2,2,398,1,11.597564471200627,0.2892393380499971,0.4840969552666291,0.6148450283651054,0.34665355159280986,1
23,0,3,1,1,413,0,13.210406754323753,0.20327622062089612,0.3573231109278186,0.7101739649544594,0.6973160327337442,1
20,0,2,2,0,91,1,10.351920435193675,0.16833634167091943,0.4531056229245104,0.4894617818634938,0.8408791420706649,1
39,1,2,2,0,534,1,15.94433947678951,0.24502240528633396,0.2193014686769414,0.5374484343317991,0.7733406840084864,1
22,1,0,2,3,268,0,10.303466135347062,0.1380110984957995,0.1306900768773843,0.6453989064379545,0.4892111610577212,1
20,2,4,0,3,224,0,15.591559453867283,0.5333340568486841,0.574671682230001,0.5569040093299846,0.6582690757371769,1
22,1,3,0,2,251,0,7.571798724684834,0.08664081953183593,0.21820191231202662,0.35066499515173155,0.3970575826679945,0
21,1,1,1,3,90,0,10.858778227767461,0.47181255117424836,0.2443015824309774,0.46277405475902056,0.5762268933578492,1
25,2,1,1,0,158,1,11.007065479159182,0.10810459747337167,0.7356601095393298,0.48867433059790066,0.41242958496200277,1
15,1,2,2,2,185,1,12.836975384245422,0.5502466552653651,0.5145296821651352,0.49608538696395804,0.6884756176910167,1
14,0,0,2,2,407,0,14.58545040965647,0.08373427494725688,0.5378191409436404,0.668178318183463,0.6685197076885765,1
29,0,0,2,3,466,0,8.251814390821416,0.16118759337009855,0.19818035466045417,0.6337048690844745,0.8113931166646213,0
36,2,1,1,0,236,0,8.676050873871278,0.5939774941661794,0.5122638986556871,0.616222461337816,0.46560423687012514,0
36,2,3,0,2,417,1,7.794275796851286,0.7476640899591879,0.6792437692288993,0.8008669008239166,0.7368550551638001,0
37,2,4,0,0,509,0,15.960552591595253,0.31089271269351504,0.876567697856456,0.7175224455567832,0.5759697592892132,1
18,0,3,2,0,369,1,12.892814828391367,0.3947407188364386,0.4965212965317813,0.6801819290201052,0.5113082703851523,1
16,1,4,2,0,369,0,8.74688637462863,0.36908077774029807,0.3808189313714267,0.45047339399985753,0.550549076014484,0
25,0,1,2,3,233,0,10.670715378131788,0.140255728333557,0.7070218395726365,0.6059539936230994,0.7547019742255232,1
21,2,4,2,1,190,0,15.545284186984484,0.2721089267523984,0.39744027448391855,0.6298696662321266,0.4802094927659369,1
35,1,0,1,1,569,1,11.165642309066286,0.31886759362172107,0.3649358156021698,0.5584772770739179,0.48784072071731394,1
16,1,2,0,2,421,1,10.988435586626482,0.03566350036917724,0.7166424351002707,0.7706379780782409,0.19014468532548195,1
14,0,2,2,0,563,1,9.656109879530824,0.3673877861752816,0.25262734385679836,0.6051203910573965,0.47794279029529296,0
16,2,1,1,3,99,0,8.925023058543712,0.11380703750529814,0.3432997086506439,0.47716512347620954,0.5396542891937274,0
18,0,0,2,0,434,1,15.549971431329471,0.11396458469721821,0.4747942461312528,0.5002622629250913,0.3856628333359175,1
28,1,3,2,0,546,1,17.02170476622618,0.15944972668335514,0.2868313945580986,0.8282342338226565,0.34882172019778335,1
27,0,0,0,3,149,0,9.044416791637957,0.4435579238990447,0.37114495758903154,0.5579877022728106,0.2223142135772408,0
16,0,2,2,1,246,0,16.21482698765436,0.19913425131398854,0.3612374969391424,0.3921471056799378,0.41230241070451723,1
14,2,2,0,0,85,1,10.537831751129684,0.42467440882164514,0.6524352851698508,0.5400655519433499,0.7131768645195674,1
18,2,0,0,0,395,1,13.60094398610666,0.39668025503438487,0.836297222752626,0.4173380506516169,0.27772215453364724,1
39,1,0,0,1,533,1,16.230641414443223,0.5360576579789784,0.4457674713393725,0.6917310798470799,0.6183525877718246,1
36,0,2,1,3,484,1,11.564770212889103,0.18255380946322927,0.4612814970543896,0.40451479208688546,0.631901982054064,1
27,0,3,1,2,133,0,11.016174239197923,0.2515908928612635,0.4826197486070019,0.45977949096631876,0.8679292431713602,1
20,0,1,0,1,106,0,14.403242891364556,0.15275872868129697,0.26469457751386255,0.6003988560511122,0.6557532777353858,1
22,1,1,2,2,259,0,8.670141488891254,0.09186901063519616,0.7375880356700573,0.7109380167016441,0.6431869371659267,1
28,1,0,0,2,287,1,15.441184133521292,0.5840392095394881,0.8560978627661656,0.593056593152067,0.5551545879837317,1
28,2,1,2,1,293,1,12.42842817732775,0.3051488265277075,0.5395622301228875,0.4742354562200953,0.5001286001368946,1
39,2,2,0,0,360,0,10.266748475537469,0.14241288341075983,0.6932675521451445,0.6182562990695343,0.6278299269643278,1
23,2,2,2,2,211,0,10.187497190052436,0.13457357608818138,0.6803682249231439,0.5532202536023866,0.6873051909062058,1
26,0,0,1,2,579,1,7.849612464514903,0.2350667502155988,0.5404756090804509,0.7132702173216111,0.5255744461178429,0
32,0,0,2,3,56,1,10.39148350012803,0.5270853456240896,0.6574757072780303,0.6854788001413047,0.6937828852796863,1
20,2,0,0,0,305,0,11.207886714016796,0.5701566765319728,0.6689517694536585,0.5462840537519337,0.9324816944506533,1
30,0,3,1,2,328,0,8.816119404865555,0.6387615581530763,0.2831935699836588,0.6779772810403126,0.5106288357230474,0
33,2,1,2,3,120,0,11.863605071612987,0.5001149631543067,0.5326603903363479,0.6271225614199156,0.5148502441383982,1
17,1,0,2,0,509,1,13.418751253576486,0.27470029412662283,0.5237041714024022,0.7366809466720282,0.48618247431145256,1
18,2,4,2,1,487,1,11.359583592001744,0.5816977121079192,0.35191939594692984,0.6737181306698575,0.5200614411930488,1
36,1,4,2,1,480,1,13.9881774795578,0.4197703738127,0.2905466396686692,0.6546995724877636,0.6834657940964525,1
20,0,2,2,3,394,1,9.57858005106199,0.49419740322805866,0.541244579042627,0.7327959478670962,0.5130581955211383,0
26,2,1,1,1,380,1,15.01014829265982,0.5007297367893635,0.3375005030016432,0.60154046815576,0.528376712346703,1
28,0,0,1,2,429,1,12.365444117324575,0.1590736422087646,0.5244343921302796,0.5226899544060929,0.4625525501508814,1
24,1,4,1,0,282,0,16.63577150926423,0.5026500465541401,0.6058316678241744,0.6200839738694105,0.5733586250812334,1
17,1,1,1,2,488,0,19.2426519367162,0.7156900879613282,0.21721628303495283,0.5644585695871452,0.42452054173739456,1
26,1,2,0,2,528,1,10.589269223090156,0.1482465335615184,0.4999101566509167,0.66041965491497,0.3160778953220226,1
20,0,3,1,1,537,0,10.712808369295626,0.15539132768659525,0.4549503269090472,0.6061944034978187,0.5671507986255491,1
32,0,1,2,2,333,1,11.261273634153849,0.3981758073568669,0.6511020993754963,0.640293687242053,0.7969076707121452,1
35,0,1,2,1,530,0,13.787106750526544,0.09116480090521119,0.3278336215702839,0.4795885267104486,0.45650839004499816,1
15,0,3,1,0,195,1,15.97790991142527,0.4703458860327593,0.7442334805415889,0.6508286535355624,0.3438192294309068,1
23,1,1,2,0,444,0,10.04157454749059,0.19129744991093509,0.5204551127927239,0.47147772131457905,0.7873463030989089,1
26,1,2,1,2,491,0,13.143732799434218,0.4828685815785211,0.6958667495714447,0.696176018153535,0.5068341046579777,1
38,2,2,2,3,143,1,11.592218130432698,0.3623025768812838,0.703453943299946,0.6963254376589039,0.6416837423739781,1
34,2,3,0,1,462,1,13.854327307621766,0.23580299635919963,0.48894066299171324,0.6347954132606789,0.39065512670168756,1
19,0,0,0,1,385,0,16.52837308022307,0.526675828091143,0.21144140572131653,0.6310086908352531,0.5014655851029862,1
25,1,4,1,2,236,0,11.279015287700956,0.28481791380922755,0.24634650787525628,0.577634392938708,0.7100831579751203,1
25,1,0,1,1,264,1,6.990396999978808,0.5492292753000799,0.7442589350429377,0.5396771328369624,0.5196158703416296,0
33,1,1,1,1,471,0,14.231705030640878,0.2912794847232887,0.3122283393766419,0.5985020794570622,0.5214803288744573,1
24,2,4,2,3,384,1,9.501884344183642,0.28930459638152767,0.5897929474183917,0.798268492160917,0.2767109033056395,0
39,2,3,1,3,544,1,11.570652789108667,0.1943172576655615,0.7450145862562444,0.6229318916788023,0.6180550207924771,1
36,1,3,0,2,237,0,14.361092510614842,0.25680182863194956,0.46317464651100676,0.46542508959504303,0.3821176815387548,1
38,1,4,2,3,154,1,12.892184560593325,0.28495778597402116,0.4472465543657763,0.42916410337608596,0.6679550600860438,1
20,1,2,1,2,167,0,11.694839923340865,0.5139189437752092,0.6219330493880577,0.45619256485097925,0.5303571840633964,1
14,2,4,2,0,368,0,10.272354862625036,0.15188653723581794,0.37054567254246434,0.562240341973154,0.5436828682643324,1
14,1,1,2,2,566,1,3.3003186591750033,0.12916351941593784,0.8199903044298414,0.7265799084366344,0.6158812728576979,0
38,1,2,1,0,97,0,14.094962447268607,0.15372970717067538,0.2510688460774533,0.4976516213631306,0.5562904173564946,1
38,0,3,2,2,570,1,11.241144902322707,0.3848094843664479,0.7846614873747649,0.7421746484595493,0.7577680123354142,1
33,0,4,0,1,412,1,16.540008835067177,0.302101831242412,0.22191644024838636,0.6179448391736575,0.7340057898287532,1
26,2,0,0,3,48,1,13.194084089885608,0.34373810860870335,0.9062742388976807,0.6483443668278318,0.31741341595592987,1
22,1,0,2,0,479,0,10.37662388239547,0.6203944682434342,0.3661327743447184,0.6456039588383694,0.4743931998115218,0
16,1,1,1,2,103,1,15.20061026512812,0.16096572290660868,0.604316777877249,0.6590665296704378,0.6254802320870617,1
20,0,0,2,3,305,0,15.45338821787457,0.35894938538398985,0.34515460378861557,0.5588634511977844,0.3586095556979745,1
19,2,4,0,2,77,1,11.342904556942566,0.4608863983270883,0.3442195591104338,0.3665584410784859,0.26479088608216267,0
21,0,4,2,3,240,1,15.580934596719683,0.3733895123987104,0.6721094197317347,0.5411642977534359,0.3859693131866926,1
22,0,0,2,3,569,1,10.334075833841858,0.10318821935725389,0.22258256132005885,0.5112120814463823,0.4827251890720053,1
18,0,4,0,2,220,0,12.478943308223709,0.4907772546113914,0.7685070843494501,0.6310562483704277,-0.10969047156015843,1
14,0,1,2,0,344,0,13.71422516315634,0.3735177179906386,0.6279607920578428,0.6219238917490337,0.3329165520553178,1
32,1,2,2,0,592,1,14.354344752042568,0.15247402116420847,0.5987282674074177,0.5727620376914774,0.23321970962081706,1
23,1,1,1,1,591,1,13.86456554584767,0.5566001526992631,0.35371255622929093,0.7755524980070087,0.6720008402192724,1
25,0,1,1,3,142,0,11.002028458310482,0.09593915243084343,0.6978777871399124,0.5359271387373356,0.6397218239979479,1
37,2,4,0,1,199,0,15.281092922074324,0.06789288439240065,0.12728196247616547,0.377426666261111,0.5417845534040572,1
28,2,2,0,1,497,0,11.626718030680744,0.2924061434029603,0.49821544919578886,0.6119456673405786,0.5150017811182072,1
35,2,4,0,2,43,1,10.29291791317442,0.24091200721285558,0.416326469930705,0.7189194972093947,0.581721026190416,1
37,2,3,1,2,317,0,10.336986098060008,0.23098518873980792,0.05213649215311885,0.6287160877602774,0.3502497215755742,0
22,0,4,0,2,218,1,17.819965174429004,0.43361884009772533,0.4353280349270699,0.5643361505860957,0.6879333493120487,1
33,1,4,0,3,184,0,9.774049715724166,0.360567269048368,0.5724398173043378,0.6240447505140011,0.5139531932332148,1
30,2,4,0,2,596,1,15.87490568028134,0.326502997762832,0.4747111881405303,0.7838906564309505,0.6376398905389444,1
30,0,2,1,2,500,1,8.593599912569491,0.04526785104188647,0.6128277234279399,0.5124871972039315,0.6314623049696959,0
39,2,4,2,3,104,1,13.463716335222559,0.47894204644732696,0.6368499495026853,0.6030873184204253,0.5801171702445904,1
33,2,2,0,3,306,0,12.891250354472504,0.3365169038829415,0.42231954616893125,0.6669942776160621,0.5469376983351757,1
25,0,0,2,0,372,0,16.863680639178682,0.3573496810632437,0.3455569656098555,0.6253887190665597,0.535765976658251,1
20,1,3,0,2,454,0,10.036794314494456,0.02304692999943299,0.38222961060662075,0.5752132940754735,0.4905534620278262,1
15,1,2,2,2,540,1,9.208007346118839,0.6483267488324725,0.7175131845279289,0.5573674133558191,0.572443510067612,0
16,0,0,1,2,211,1,11.650468864959054,0.22050800511303126,0.6508619718918155,0.5714805525308215,0.5309313812461758,1
30,1,2,1,0,487,0,16.99440548772136,0.05945457639046278,0.48925228225646616,0.6532032325422666,0.42694687054482405,1
18,0,2,0,2,93,1,9.347524560168695,0.6270061409919495,0.5106558261441488,0.6473772361858848,0.5914572092980265,0
30,0,3,2,0,289,1,4.234750103387401,0.16450515894670875,0.5498335810841034,0.8094718583848544,0.5420750034379749,0
37,0,1,1,1,222,1,12.179303512119848,0.5478308407665378,0.5732121326958557,0.44632104860136845,0.6814682281765716,1
30,1,1,0,0,435,0,14.848568753883026,0.3689733765889828,0.620971801578718,0.77579066898546,0.22843748249633827,1
30,0,2,0,1,122,1,8.958582202080411,0.35135154073592856,0.720420787560453,0.5795523670575499,0.50543308556979,0
15,2,4,1,2,459,0,14.543796520059793,0.21018467062322396,0.43175346688540356,0.5909412978611887,0.39126456106100416,1
15,1,0,1,1,463,0,8.892267044962631,0.43577956244381993,0.3779156680207066,0.6858733135159334,0.4223565883368746,0
35,1,4,0,0,433,0,11.560324392924963,0.1938735648268413,0.2278555548689504,0.6852408410159975,0.5839622041384854,1
36,1,4,2,3,463,0,14.258046945858172,0.1059550260411185,0.6495223719556729,0.7156618033915013,0.28459092577455003,1
18,1,2,2,1,141,0,8.437603794784685,0.22929161272930865,0.660257813355606,0.7374777288920952,0.5199703469374858,0
